qualifyId,raceId,driverId,driverFullName,constructorId,number,position,q1,q2,q3
1178,59,18,Kevin Magnussen,4,20,18,1:22.939,,
1179,59,26,George Russell,7,63,19,1:22.746,,
1180,59,22,Sergio Perez,9,11,20,1:23.428,,
1181,60,32,Max Verstappen,9,1,1,1:17.770,1:17.631,1:17.653
1182,60,27,Carlos Sainz,3,55,2,1:18.267,1:18.096,1:18.145
1183,60,13,Lewis Hamilton,7,44,3,1:18.544,1:18.245,1:18.260
1184,60,20,Lando Norris,6,4,4,1:19.031,1:19.014,1:18.899
1185,60,23,Oscar Piastri,6,81,5,1:18.886,1:18.767,1:18.574
1186,60,2,Fernando Alonso,2,14,6,1:19.034,1:18.834,1:18.614
1187,60,17,Charles Leclerc,3,16,7,1:19.606,1:19.389,1:19.212
1188,60,21,Esteban Ocon,1,31,8,1:19.635,1:19.460,1:19.317
1189,60,26,George Russell,7,63,9,1:20.224,1:19.956,1:19.764
1190,60,10,Pierre Gasly,1,10,10,1:20.680,1:20.377,1:20.320
1191,60,28,Logan Sargeant,10,2,11,1:21.008,1:20.972,
1192,60,22,Sergio Perez,9,11,12,1:21.174,1:21.184,
1193,60,31,Yuki Tsunoda,8,22,13,1:20.991,1:20.861,
1194,60,6,Valtteri Bottas,5,77,14,1:21.909,1:21.643,
1195,60,14,Nico Hulkenberg,4,27,15,1:22.141,1:22.013,
1196,60,18,Kevin Magnussen,4,20,16,1:21.960,,
1197,60,34,Guanyu Zhou,5,24,17,1:22.134,,
1198,60,30,Lance Stroll,2,18,18,1:22.463,,
1199,60,8,Nyck de Vries,8,21,19,1:22.979,,
1200,60,1,Alexander Albon,10,23,20,1:23.130,,
1201,61,32,Max Verstappen,9,1,1,1:17.683,1:17.575,1:17.404
1202,61,20,Lando Norris,6,4,2,1:18.195,1:18.048,1:18.059
1203,61,23,Oscar Piastri,6,81,3,1:18.660,1:18.648,1:18.553
1204,61,13,Lewis Hamilton,7,44,4,1:18.533,1:18.511,1:18.559
1205,61,26,George Russell,7,63,5,1:19.116,1:18.860,1:18.819
1206,61,27,Carlos Sainz,3,55,6,1:19.390,1:19.229,1:19.094
1207,61,17,Charles Leclerc,3,16,7,1:19.736,1:19.408,1:19.312
1208,61,10,Pierre Gasly,1,10,8,1:20.010,1:19.898,1:19.802
1209,61,2,Fernando Alonso,2,14,9,1:20.071,1:19.858,1:19.916
1210,61,21,Esteban Ocon,1,31,10,1:20.183,1:19.910,1:19.729
1211,61,18,Kevin Magnussen,4,20,11,1:20.487,1:20.479,
1212,61,34,Guanyu Zhou,5,24,12,1:21.032,1:20.959,
1213,61,22,Sergio Perez,9,11,13,1:21.383,1:21.420,
1214,61,30,Lance Stroll,2,18,14,1:21.843,1:21.609,
1215,61,14,Nico Hulkenberg,4,27,15,1:22.086,1:21.767,
1216,61,1,Alexander Albon,10,23,16,1:22.196,,
1217,61,8,Nyck de Vries,8,21,17,1:22.615,,
1218,61,31,Yuki Tsunoda,8,22,18,1:22.788,,
1219,61,6,Valtteri Bottas,5,77,19,1:23.188,,
1220,61,28,Logan Sargeant,10,2,20,1:23.623,,
1221,62,17,Charles Leclerc,3,16,1,1:17.927,1:17.949,1:17.753
1222,62,27,Carlos Sainz,3,55,2,1:17.969,1:17.817,1:17.871
1223,62,32,Max Verstappen,9,1,3,1:18.566,1:18.498,1:18.434
1224,62,20,Lando Norris,6,4,4,1:18.722,1:18.638,1:18.642
1225,62,13,Lewis Hamilton,7,44,5,1:18.732,1:18.740,1:18.810
1226,62,23,Oscar Piastri,6,81,6,1:19.535,1:19.585,1:19.569
1227,62,26,George Russell,7,63,7,1:19.395,1:19.257,1:19.103
1228,62,2,Fernando Alonso,2,14,8,1:19.711,1:19.651,1:19.719
1229,62,10,Pierre Gasly,1,10,9,1:20.616,1:20.317,1:20.141
1230,62,21,Esteban Ocon,1,31,10,1:20.696,1:20.745,1:20.566
1231,62,30,Lance Stroll,2,18,11,1:20.692,1:20.616,
1232,62,31,Yuki Tsunoda,8,22,12,1:21.032,1:20.892,
1233,62,6,Valtteri Bottas,5,77,13,1:21.230,1:21.076,
1234,62,8,Nyck de Vries,8,21,14,1:21.910,1:21.808,
1235,62,14,Nico Hulkenberg,4,27,15,1:22.105,1:22.066,
1236,62,22,Sergio Perez,9,11,16,1:22.284,,
1237,62,1,Alexander Albon,10,23,17,1:22.118,,
1238,62,18,Kevin Magnussen,4,20,18,1:22.536,,
1239,62,28,Logan Sargeant,10,2,19,1:22.922,,
1240,62,34,Guanyu Zhou,5,24,20,1:23.332,,
1241,63,32,Max Verstappen,9,1,1,1:18.392,1:18.206,1:18.113
1242,63,20,Lando Norris,6,4,2,1:18.626,1:18.489,1:18.304
1243,63,2,Fernando Alonso,2,14,3,1:18.352,1:18.228,1:18.106
1244,63,23,Oscar Piastri,6,81,4,1:18.856,1:18.885,1:18.903
1245,63,27,Carlos Sainz,3,55,5,1:19.497,1:19.411,1:19.372
1246,63,13,Lewis Hamilton,7,44,6,1:19.057,1:18.970,1:18.821
1247,63,26,George Russell,7,63,7,1:19.347,1:19.156,1:19.185
1248,63,17,Charles Leclerc,3,16,8,1:19.973,1:19.692,1:19.730
1249,63,10,Pierre Gasly,1,10,9,1:20.422,1:20.086,1:19.944
1250,63,21,Esteban Ocon,1,31,10,1:20.317,1:20.069,1:19.868
1251,63,14,Nico Hulkenberg,4,27,11,1:20.655,1:20.321,
1252,63,31,Yuki Tsunoda,8,22,12,1:21.147,1:20.822,
1253,63,8,Nyck de Vries,8,21,13,1:21.329,1:21.339,
1254,63,34,Guanyu Zhou,5,24,14,1:21.443,1:21.233,
1255,63,30,Lance Stroll,2,18,15,1:21.897,1:21.784,
1256,63,18,Kevin Magnussen,4,20,16,1:22.317,,
1257,63,28,Logan Sargeant,10,2,17,1:22.486,,
1258,63,22,Sergio Perez,9,11,18,1:23.010,,
1259,63,6,Valtteri Bottas,5,77,19,1:22.766,,
1260,63,1,Alexander Albon,10,23,20,1:23.617,,
1261,64,32,Max Verstappen,9,1,1,1:18.293,1:18.048,1:17.955
1262,64,20,Lando Norris,6,4,2,1:18.547,1:18.406,1:18.438
1263,64,23,Oscar Piastri,6,81,3,1:18.180,1:18.229,1:18.003
1264,64,2,Fernando Alonso,2,14,4,1:18.925,1:18.642,1:18.500
1265,64,22,Sergio Perez,9,11,5,1:19.335,1:18.989,1:18.873
1266,64,26,George Russell,7,63,6,1:19.258,1:19.219,1:19.145
1267,64,27,Carlos Sainz,3,55,7,1:20.009,1:20.022,1:19.932
1268,64,17,Charles Leclerc,3,16,8,1:19.993,1:19.835,1:19.783
1269,64,13,Lewis Hamilton,7,44,9,1:20.310,1:20.089,1:19.970
1270,64,21,Esteban Ocon,1,31,10,1:20.597,1:20.401,1:20.437
1271,64,18,Kevin Magnussen,4,20,11,1:21.038,1:20.891,
1272,64,1,Alexander Albon,10,23,12,1:21.278,1:20.980,
1273,64,34,Guanyu Zhou,5,24,13,1:20.967,1:20.878,
1274,64,10,Pierre Gasly,1,10,14,1:21.918,1:21.759,
1275,64,6,Valtteri Bottas,5,77,15,1:22.094,1:22.075,
1276,64,31,Yuki Tsunoda,8,22,16,1:22.408,,
1277,64,14,Nico Hulkenberg,4,27,17,1:22.703,,
1278,64,8,Nyck de Vries,8,21,18,1:22.649,,
1279,64,28,Logan Sargeant,10,2,19,1:22.945,,
1280,64,30,Lance Stroll,2,18,20,1:23.620,,
1281,65,32,Max Verstappen,9,1,1,1:18.014,1:17.862,1:17.650
1282,65,27,Carlos Sainz,3,55,2,1:18.477,1:18.489,1:18.551
1283,65,20,Lando Norris,6,4,3,1:18.354,1:18.179,1:18.062
1284,65,13,Lewis Hamilton,7,44,4,1:19.142,1:19.065,1:19.078
1285,65,23,Oscar Piastri,6,81,5,1:19.407,1:19.240,1:19.269
1286,65,17,Charles Leclerc,3,16,6,1:19.307,1:19.044,1:19.099
1287,65,2,Fernando Alonso,2,14,7,1:19.465,1:19.265,1:19.084
1288,65,26,George Russell,7,63,8,1:20.042,1:19.757,1:19.659
1289,65,10,Pierre Gasly,1,10,9,1:20.582,1:20.518,1:20.381
1290,65,21,Esteban Ocon,1,31,10,1:20.816,1:20.637,1:20.452
1291,65,22,Sergio Perez,9,11,11,1:20.627,1:20.458,
1292,65,28,Logan Sargeant,10,2,12,1:20.908,1:20.939,
1293,65,14,Nico Hulkenberg,4,27,13,1:21.274,1:21.139,
1294,65,31,Yuki Tsunoda,8,22,14,1:21.579,1:21.419,
1295,65,8,Nyck de Vries,8,21,15,1:21.786,1:21.735,
1296,65,6,Valtteri Bottas,5,77,16,1:22.101,,
1297,65,1,Alexander Albon,10,23,17,1:22.554,,
1298,65,18,Kevin Magnussen,4,20,18,1:22.480,,
1299,65,34,Guanyu Zhou,5,24,19,1:23.121,,
1300,65,30,Lance Stroll,2,18,20,1:22.974,,
1301,66,32,Max Verstappen,9,1,1,1:18.246,1:17.986,1:17.916
1302,66,17,Charles Leclerc,3,16,2,1:18.529,1:18.208,1:17.980
1303,66,27,Carlos Sainz,3,55,3,1:18.622,1:18.412,1:18.289
1304,66,20,Lando Norris,6,4,4,1:19.219,1:19.265,1:19.121
1305,66,23,Oscar Piastri,6,81,5,1:19.310,1:19.351,1:19.202
1306,66,13,Lewis Hamilton,7,44,6,1:19.501,1:19.541,1:19.356
1307,66,26,George Russell,7,63,7,1:19.412,1:19.376,1:19.368
1308,66,2,Fernando Alonso,2,14,8,1:20.208,1:20.077,1:20.053
1309,66,21,Esteban Ocon,1,31,9,1:20.279,1:20.173,1:20.139
1310,66,10,Pierre Gasly,1,10,10,1:20.124,1:19.793,1:19.836
1311,66,8,Nyck de Vries,8,21,11,1:20.604,1:20.628,
1312,66,6,Valtteri Bottas,5,77,12,1:21.062,1:20.719,
1313,66,1,Alexander Albon,10,23,13,1:21.289,1:21.326,
1314,66,28,Logan Sargeant,10,2,14,1:21.783,1:21.530,
1315,66,22,Sergio Perez,9,11,15,1:21.538,1:21.534,
1316,66,31,Yuki Tsunoda,8,22,16,1:21.804,,
1317,66,14,Nico Hulkenberg,4,27,17,1:22.721,,
1318,66,34,Guanyu Zhou,5,24,18,1:23.111,,
1319,66,30,Lance Stroll,2,18,19,1:22.894,,
1320,66,18,Kevin Magnussen,4,20,20,1:23.151,,
1321,67,32,Max Verstappen,9,1,1,1:17.768,1:17.624,1:17.403
1322,67,27,Carlos Sainz,3,55,2,1:18.113,1:17.877,1:17.714
1323,67,22,Sergio Perez,9,11,3,1:18.376,1:18.401,1:18.182
1324,67,17,Charles Leclerc,3,16,4,1:19.043,1:18.951,1:18.807
1325,67,20,Lando Norris,6,4,5,1:18.846,1:18.683,1:18.472
1326,67,23,Oscar Piastri,6,81,6,1:19.384,1:19.361,1:19.261
1327,67,26,George Russell,7,63,7,1:20.069,1:19.992,1:19.786
1328,67,13,Lewis Hamilton,7,44,8,1:20.168,1:19.842,1:19.667
1329,67,2,Fernando Alonso,2,14,9,1:20.509,1:20.169,1:19.963
1330,67,1,Alexander Albon,10,23,10,1:20.826,1:20.535,1:20.518
1331,67,21,Esteban Ocon,1,31,11,1:20.854,1:20.698,
1332,67,18,Kevin Magnussen,4,20,12,1:20.806,1:20.736,
1333,67,6,Valtteri Bottas,5,77,13,1:21.218,1:21.110,
1334,67,34,Guanyu Zhou,5,24,14,1:21.958,1:21.686,
1335,67,14,Nico Hulkenberg,4,27,15,1:21.730,1:21.735,
1336,67,28,Logan Sargeant,10,2,16,1:22.502,,
1337,67,30,Lance Stroll,2,18,17,1:22.725,,
1338,67,10,Pierre Gasly,1,10,18,1:22.369,,
1339,67,31,Yuki Tsunoda,8,22,19,1:22.948,,
1340,67,25,Daniel Ricciardo,8,3,20,1:23.350,,
1341,68,32,Max Verstappen,9,1,1,1:18.161,1:18.065,1:17.941
1342,68,22,Sergio Perez,9,11,2,1:18.584,1:18.480,1:18.419
1343,68,27,Carlos Sainz,3,55,3,1:18.400,1:18.051,1:17.827
1344,68,20,Lando Norris,6,4,4,1:19.127,1:18.822,1:18.648
1345,68,17,Charles Leclerc,3,16,5,1:19.307,1:19.299,1:19.321
1346,68,13,Lewis Hamilton,7,44,6,1:19.152,1:18.848,1:18.879
1347,68,2,Fernando Alonso,2,14,7,1:19.356,1:19.376,1:19.197
1348,68,10,Pierre Gasly,1,10,8,1:19.822,1:19.801,1:19.689
1349,68,26,George Russell,7,63,9,1:20.307,1:20.108,1:20.013
1350,68,23,Oscar Piastri,6,81,10,1:20.595,1:20.270,1:20.091
1351,68,25,Daniel Ricciardo,8,3,11,1:20.578,1:20.248,
1352,68,1,Alexander Albon,10,23,12,1:20.977,1:20.811,
1353,68,30,Lance Stroll,2,18,13,1:21.653,1:21.463,
1354,68,28,Logan Sargeant,10,2,14,1:21.676,1:21.704,
1355,68,18,Kevin Magnussen,4,20,15,1:21.638,1:21.336,
1356,68,6,Valtteri Bottas,5,77,16,1:22.576,,
1357,68,34,Guanyu Zhou,5,24,17,1:22.126,,
1358,68,31,Yuki Tsunoda,8,22,18,1:22.369,,
1359,68,14,Nico Hulkenberg,4,27,19,1:22.781,,
1360,68,21,Esteban Ocon,1,31,20,1:23.599,,
1361,69,27,Carlos Sainz,3,55,1,1:18.204,1:18.101,1:18.162
1362,69,20,Lando Norris,6,4,2,1:18.574,1:18.448,1:18.310
1363,69,17,Charles Leclerc,3,16,3,1:18.785,1:18.629,1:18.582
1364,69,13,Lewis Hamilton,7,44,4,1:19.066,1:18.730,1:18.566
1365,69,23,Oscar Piastri,6,81,5,1:19.214,1:19.113,1:18.940
1366,69,26,George Russell,7,63,6,1:19.421,1:19.296,1:19.089
1367,69,2,Fernando Alonso,2,14,7,1:19.344,1:19.127,1:19.057
1368,69,10,Pierre Gasly,1,10,8,1:19.572,1:19.582,1:19.620
1369,69,31,Yuki Tsunoda,8,22,9,1:20.625,1:20.655,1:20.720
1370,69,1,Alexander Albon,10,23,10,1:20.861,1:20.800,1:20.684
1371,69,6,Valtteri Bottas,5,77,11,1:21.085,1:20.908,
1372,69,34,Guanyu Zhou,5,24,12,1:21.211,1:21.128,
1373,69,22,Sergio Perez,9,11,13,1:21.664,1:21.672,
1374,69,32,Max Verstappen,9,1,14,1:21.873,1:21.571,
1375,69,18,Kevin Magnussen,4,20,15,1:21.963,1:21.951,
1376,69,28,Logan Sargeant,10,2,16,1:22.544,,
1377,69,21,Esteban Ocon,1,31,17,1:22.334,,
1378,69,14,Nico Hulkenberg,4,27,18,1:22.853,,
1379,69,25,Daniel Ricciardo,8,3,19,1:22.994,,
1380,69,30,Lance Stroll,2,18,20,1:23.599,,
1381,70,32,Max Verstappen,9,1,1,1:17.690,1:17.595,1:17.593
1382,70,27,Carlos Sainz,3,55,2,1:18.203,1:17.913,1:17.937
1383,70,20,Lando Norris,6,4,3,1:18.923,1:18.907,1:18.686
1384,70,17,Charles Leclerc,3,16,4,1:18.545,1:18.401,1:18.382
1385,70,23,Oscar Piastri,6,81,5,1:18.756,1:18.691,1:18.742
1386,70,13,Lewis Hamilton,7,44,6,1:19.000,1:18.696,1:18.621
1387,70,26,George Russell,7,63,7,1:19.800,1:19.737,1:19.612
1388,70,2,Fernando Alonso,2,14,8,1:20.230,1:20.223,1:20.226
1389,70,31,Yuki Tsunoda,8,22,9,1:20.189,1:20.025,1:19.822
1390,70,22,Sergio Perez,9,11,10,1:20.348,1:20.230,1:20.169
1391,70,14,Nico Hulkenberg,4,27,11,1:20.973,1:21.015,
1392,70,18,Kevin Magnussen,4,20,12,1:21.314,1:21.271,
1393,70,28,Logan Sargeant,10,2,13,1:21.444,1:21.460,
1394,70,1,Alexander Albon,10,23,14,1:21.912,1:21.748,
1395,70,21,Esteban Ocon,1,31,15,1:22.253,1:22.134,
1396,70,25,Daniel Ricciardo,8,3,16,1:21.916,,
1397,70,34,Guanyu Zhou,5,24,17,1:22.179,,
1398,70,30,Lance Stroll,2,18,18,1:23.137,,
1399,70,10,Pierre Gasly,1,10,19,1:23.314,,
1400,70,6,Valtteri Bottas,5,77,20,1:23.147,,
1401,71,32,Max Verstappen,9,1,1,1:18.333,1:18.156,1:17.981
1402,71,17,Charles Leclerc,3,16,2,1:18.655,1:18.517,1:18.310
1403,71,27,Carlos Sainz,3,55,3,1:18.808,1:18.802,1:18.635
1404,71,22,Sergio Perez,9,11,4,1:19.230,1:19.110,1:19.114
1405,71,20,Lando Norris,6,4,5,1:19.394,1:19.345,1:19.373
1406,71,23,Oscar Piastri,6,81,6,1:19.137,1:19.042,1:18.814
1407,71,2,Fernando Alonso,2,14,7,1:19.823,1:19.849,1:19.643
1408,71,26,George Russell,7,63,8,1:20.126,1:19.997,1:20.066
1409,71,13,Lewis Hamilton,7,44,9,1:20.334,1:20.244,1:20.104
1410,71,10,Pierre Gasly,1,10,10,1:20.828,1:20.774,1:20.632
1411,71,21,Esteban Ocon,1,31,11,1:21.148,1:20.863,
1412,71,18,Kevin Magnussen,4,20,12,1:20.786,1:20.634,
1413,71,28,Logan Sargeant,10,2,13,1:21.633,1:21.590,
1414,71,31,Yuki Tsunoda,8,22,14,1:21.860,1:21.674,
1415,71,1,Alexander Albon,10,23,15,1:22.036,1:21.882,
1416,71,34,Guanyu Zhou,5,24,16,1:22.228,,
1417,71,6,Valtteri Bottas,5,77,17,1:22.703,,
1418,71,14,Nico Hulkenberg,4,27,18,1:23.069,,
1419,71,25,Daniel Ricciardo,8,3,19,1:23.420,,
1420,71,30,Lance Stroll,2,18,20,1:23.174,,
1421,72,20,Lando Norris,6,4,1,1:18.196,1:18.138,1:18.121
1422,72,32,Max Verstappen,9,1,2,1:18.570,1:18.602,1:18.645
1423,72,17,Charles Leclerc,3,16,3,1:18.452,1:18.318,1:18.094
1424,72,26,George Russell,7,63,4,1:18.975,1:18.679,1:18.461
1425,72,23,Oscar Piastri,6,81,5,1:19.110,1:18.834,1:18.631
1426,72,27,Carlos Sainz,3,55,6,1:19.686,1:19.364,1:19.236
1427,72,2,Fernando Alonso,2,14,7,1:19.553,1:19.587,1:19.439
1428,72,13,Lewis Hamilton,7,44,8,1:19.853,1:19.852,1:19.750
1429,72,22,Sergio Perez,9,11,9,1:19.989,1:19.670,1:19.591
1430,72,10,Pierre Gasly,1,10,10,1:20.328,1:20.363,1:20.410
1431,72,30,Lance Stroll,2,18,11,1:20.433,1:20.266,
1432,72,14,Nico Hulkenberg,4,27,12,1:21.143,1:20.845,
1433,72,34,Guanyu Zhou,5,24,13,1:21.590,1:21.585,
1434,72,18,Kevin Magnussen,4,20,14,1:21.997,1:21.934,
1435,72,21,Esteban Ocon,1,31,15,1:21.749,1:21.779,
1436,72,28,Logan Sargeant,10,2,16,1:22.462,,
1437,72,1,Alexander Albon,10,23,17,1:22.654,,
1438,72,25,Daniel Ricciardo,8,3,18,1:22.758,,
1439,72,6,Valtteri Bottas,5,77,19,1:22.883,,
1440,72,31,Yuki Tsunoda,8,22,20,1:23.443,,
1441,73,32,Max Verstappen,9,1,1,1:18.299,1:17.987,1:17.852
1442,73,20,Lando Norris,6,4,2,1:18.057,1:18.083,1:18.116
1443,73,23,Oscar Piastri,6,81,3,1:18.282,1:18.125,1:17.915
1444,73,17,Charles Leclerc,3,16,4,1:18.878,1:18.670,1:18.724
1445,73,26,George Russell,7,63,5,1:18.990,1:18.706,1:18.558
1446,73,13,Lewis Hamilton,7,44,6,1:19.598,1:19.378,1:19.150
1447,73,2,Fernando Alonso,2,14,7,1:19.618,1:19.506,1:19.355
1448,73,27,Carlos Sainz,3,55,8,1:19.600,1:19.328,1:19.263
1449,73,31,Yuki Tsunoda,8,22,9,1:20.451,1:20.127,1:20.051
1450,73,10,Pierre Gasly,1,10,10,1:20.622,1:20.565,1:20.616
1451,73,18,Kevin Magnussen,4,20,11,1:20.766,1:20.453,
1452,73,30,Lance Stroll,2,18,12,1:21.404,1:21.216,
1453,73,25,Daniel Ricciardo,8,3,13,1:21.498,1:21.260,
1454,73,14,Nico Hulkenberg,4,27,14,1:21.428,1:21.344,
1455,73,21,Esteban Ocon,1,31,15,1:21.589,1:21.497,
1456,73,34,Guanyu Zhou,5,24,16,1:21.963,,
1457,73,1,Alexander Albon,10,23,17,1:22.505,,
1458,73,6,Valtteri Bottas,5,77,18,1:22.916,,
1459,73,22,Sergio Perez,9,11,19,1:23.189,,
1460,73,28,Logan Sargeant,10,2,20,1:23.333,,
1461,74,17,Charles Leclerc,3,16,1,1:17.990,1:17.698,1:17.665
1462,74,23,Oscar Piastri,6,81,2,1:18.142,1:18.068,1:17.982
1463,74,27,Carlos Sainz,3,55,3,1:18.185,1:18.099,1:18.060
1464,74,32,Max Verstappen,9,1,4,1:18.966,1:18.876,1:18.874
1465,74,20,Lando Norris,6,4,5,1:19.218,1:18.890,1:18.811
1466,74,26,George Russell,7,63,6,1:19.667,1:19.415,1:19.349
1467,74,13,Lewis Hamilton,7,44,7,1:19.806,1:19.498,1:19.317
1468,74,2,Fernando Alonso,2,14,8,1:19.731,1:19.776,1:19.821
1469,74,10,Pierre Gasly,1,10,9,1:20.386,1:20.039,1:19.842
1470,74,31,Yuki Tsunoda,8,22,10,1:20.335,1:20.328,1:20.207
1471,74,22,Sergio Perez,9,11,11,1:21.101,1:20.968,
1472,74,34,Guanyu Zhou,5,24,12,1:20.786,1:20.541,
1473,74,6,Valtteri Bottas,5,77,13,1:21.510,1:21.519,
1474,74,28,Logan Sargeant,10,2,14,1:21.999,1:22.045,
1475,74,21,Esteban Ocon,1,31,15,1:21.965,1:21.946,
1476,74,14,Nico Hulkenberg,4,27,16,1:21.873,,
1477,74,18,Kevin Magnussen,4,20,17,1:22.844,,
1478,74,1,Alexander Albon,10,23,18,1:23.062,,
1479,74,25,Daniel Ricciardo,8,3,19,1:22.797,,
1480,74,30,Lance Stroll,2,18,20,1:22.944,,
1481,75,26,George Russell,7,63,1,1:18.374,1:18.405,1:18.474
1482,75,20,Lando Norris,6,4,2,1:17.926,1:17.934,1:17.741
1483,75,23,Oscar Piastri,6,81,3,1:18.526,1:18.433,1:18.257
1484,75,17,Charles Leclerc,3,16,4,1:18.736,1:18.737,1:18.661
1485,75,13,Lewis Hamilton,7,44,5,1:19.341,1:19.035,1:18.949
1486,75,27,Carlos Sainz,3,55,6,1:19.783,1:19.657,1:19.622
1487,75,32,Max Verstappen,9,1,7,1:19.684,1:19.672,1:19.457
1488,75,2,Fernando Alonso,2,14,8,1:20.045,1:19.775,1:19.818
1489,75,10,Pierre Gasly,1,10,9,1:20.065,1:19.784,1:19.754
1490,75,30,Lance Stroll,2,18,10,1:20.678,1:20.479,1:20.322
1491,75,1,Alexander Albon,10,23,11,1:20.705,1:20.701,
1492,75,31,Yuki Tsunoda,8,22,12,1:21.426,1:21.407,
1493,75,28,Logan Sargeant,10,2,13,1:21.342,1:20.997,
1494,75,21,Esteban Ocon,1,31,14,1:21.806,1:21.740,
1495,75,14,Nico Hulkenberg,4,27,15,1:21.664,1:21.377,
1496,75,6,Valtteri Bottas,5,77,16,1:21.842,,
1497,75,18,Kevin Magnussen,4,20,17,1:22.085,,
1498,75,22,Sergio Perez,9,11,18,1:22.946,,
1499,75,25,Daniel Ricciardo,8,3,19,1:23.250,,
1500,75,34,Guanyu Zhou,5,24,20,1:23.323,,
1501,76,32,Max Verstappen,9,1,1,1:17.856,1:17.556,1:17.427
1502,76,20,Lando Norris,6,4,2,1:18.623,1:18.570,1:18.589
1503,76,17,Charles Leclerc,3,16,3,1:18.498,1:18.330,1:18.165
1504,76,13,Lewis Hamilton,7,44,4,1:19.127,1:19.112,1:19.002
1505,76,23,Oscar Piastri,6,81,5,1:18.822,1:18.617,1:18.422
1506,76,27,Carlos Sainz,3,55,6,1:19.198,1:19.010,1:19.028
1507,76,26,George Russell,7,63,7,1:19.741,1:19.559,1:19.485
1508,76,2,Fernando Alonso,2,14,8,1:20.270,1:20.219,1:20.067
1509,76,10,Pierre Gasly,1,10,9,1:20.419,1:20.359,1:20.315
1510,76,30,Lance Stroll,2,18,10,1:20.443,1:20.312,1:20.168
1511,76,31,Yuki Tsunoda,8,22,11,1:20.404,1:20.214,
1512,76,22,Sergio Perez,9,11,12,1:20.932,1:20.695,
1513,76,28,Logan Sargeant,10,2,13,1:21.689,1:21.717,
1514,76,25,Daniel Ricciardo,8,3,14,1:21.896,1:21.769,
1515,76,6,Valtteri Bottas,5,77,15,1:21.803,1:21.637,
1516,76,34,Guanyu Zhou,5,24,16,1:21.937,,
1517,76,1,Alexander Albon,10,23,17,1:22.775,,
1518,76,21,Esteban Ocon,1,31,18,1:23.110,,
1519,76,18,Kevin Magnussen,4,20,19,1:22.979,,
1520,76,14,Nico Hulkenberg,4,27,20,1:23.411,,
1521,77,32,Max Verstappen,9,1,1,1:17.637,1:17.569,1:17.472
1522,77,20,Lando Norris,6,4,2,1:18.436,1:18.362,1:18.373
1523,77,17,Charles Leclerc,3,16,3,1:18.829,1:18.875,1:18.721
1524,77,23,Oscar Piastri,6,81,4,1:18.814,1:18.664,1:18.548
1525,77,13,Lewis Hamilton,7,44,5,1:19.510,1:19.461,1:19.379
1526,77,27,Carlos Sainz,3,55,6,1:19.137,1:19.024,1:19.050
1527,77,26,George Russell,7,63,7,1:19.802,1:19.498,1:19.471
1528,77,2,Fernando Alonso,2,14,8,1:19.932,1:19.839,1:19.614
1529,77,10,Pierre Gasly,1,10,9,1:20.518,1:20.290,1:20.144
1530,77,30,Lance Stroll,2,18,10,1:20.895,1:20.808,1:20.649
1531,77,21,Esteban Ocon,1,31,11,1:20.856,1:20.587,
1532,77,14,Nico Hulkenberg,4,27,12,1:20.863,1:20.802,
1533,77,31,Yuki Tsunoda,8,22,13,1:21.539,1:21.526,
1534,77,22,Sergio Perez,9,11,14,1:21.389,1:21.415,
1535,77,28,Logan Sargeant,10,2,15,1:22.269,1:22.166,
1536,77,1,Alexander Albon,10,23,16,1:22.167,,
1537,77,6,Valtteri Bottas,5,77,17,1:22.121,,
1538,77,25,Daniel Ricciardo,8,3,18,1:22.584,,
1539,77,18,Kevin Magnussen,4,20,19,1:23.419,,
1540,77,34,Guanyu Zhou,5,24,20,1:23.419,,
1541,78,13,Lewis Hamilton,7,44,1,1:17.974,1:17.924,1:17.733
1542,78,20,Lando Norris,6,4,2,1:18.409,1:18.187,1:18.149
1543,78,17,Charles Leclerc,3,16,3,1:18.388,1:18.302,1:18.279
1544,78,23,Oscar Piastri,6,81,4,1:18.801,1:18.627,1:18.646
1545,78,27,Carlos Sainz,3,55,5,1:19.213,1:19.172,1:18.945
1546,78,32,Max Verstappen,9,1,6,1:19.513,1:19.234,1:19.229
1547,78,26,George Russell,7,63,7,1:19.449,1:19.216,1:19.025
1548,78,2,Fernando Alonso,2,14,8,1:20.086,1:20.065,1:19.978
1549,78,10,Pierre Gasly,1,10,9,1:20.056,1:19.782,1:19.647
1550,78,31,Yuki Tsunoda,8,22,10,1:20.281,1:20.116,1:19.946
1551,78,34,Guanyu Zhou,5,24,11,1:21.076,1:20.843,
1552,78,18,Kevin Magnussen,4,20,12,1:21.104,1:20.923,
1553,78,6,Valtteri Bottas,5,77,13,1:21.697,1:21.405,
1554,78,25,Daniel Ricciardo,8,3,14,1:21.733,1:21.728,
1555,78,22,Sergio Perez,9,11,15,1:22.010,1:21.905,
1556,78,14,Nico Hulkenberg,4,27,16,1:22.015,,
1557,78,21,Esteban Ocon,1,31,17,1:22.684,,
1558,78,28,Logan Sargeant,10,2,18,1:22.525,,
1559,78,30,Lance Stroll,2,18,19,1:23.302,,
1560,78,1,Alexander Albon,10,23,20,1:23.340,,
1561,79,23,Oscar Piastri,6,81,1,1:17.824,1:17.684,1:17.527
1562,79,20,Lando Norris,6,4,2,1:18.476,1:18.518,1:18.381
